id,status,dtegranted,archived,code,LayerName,objectid,areaunit,dteapplied,LayerID,commodities,part,parties,dteexpires,areavalue,type,commoditiescd
106,Active,2012-12-21T00:00:00,False,PL 8576/2012,Active PL Licenses,75479,Square Kilometres,2012-10-16T14:00:00,0,Gold,Part 1,Sun Shine Mining Limited (100%),2016-12-20T00:00:00,11.77,Prospecting Licence - Metallic Minerals,Au
107,Active,2014-07-22T01:00:00,False,PL 9973/2014,Active PL Licenses,75481,Square Kilometres,2012-10-15T14:39:00,0,Gold,Part 1,Liontown Resources (Tanzania) Limited (100%),2018-07-21T01:00:00,1.14,Prospecting Licence - Metallic Minerals,Au
108,Active,2012-02-14T00:00:00,False,PL 7688/2012,Active PL Licenses,75617,Square Kilometres,2011-08-04T04:00:00,0,Tin,Part 1,Supras Resources (TZ) Limited (100%),2016-02-13T00:00:00,45.74,Prospecting Licence - Metallic Minerals,SN
109,Active,2014-07-10T01:00:00,False,PL 9960/2014,Active PL Licenses,75641,Square Kilometres,2012-07-30T15:40:00,0,Nickel,Part 1,Jacana Resources (Tanzania) Limited (100%),2018-07-09T01:00:00,17.6,Prospecting Licence - Metallic Minerals,Ni
110,Active,2012-03-23T00:00:00,False,PL 7823/2012,Active PL Licenses,75667,Square Kilometres,2011-10-06T12:23:00,0,Gold,Part 1,Eastmine Company Limited (100%),2016-03-22T00:00:00,9.49,Prospecting Licence - Metallic Minerals,Au
111,Active - In Default,2012-11-13T00:00:00,False,PL 8439/2012,Active PL Licenses,75783,Square Kilometres,2012-05-21T10:30:00,0,Copper,Part 1,Austin Lazarous Mwakalukwa (100%),2016-11-12T00:00:00,86.16,Prospecting Licence - Metallic Minerals,Cu
112,Active,2014-04-24T01:00:00,False,PL 9674/2014,Active PL Licenses,75812,Square Kilometres,2014-01-17T13:44:00,0,Gold,Part 2,Ala Investment Company Limited (100%),2018-04-23T01:00:00,41.54,Prospecting Licence - Metallic Minerals,Au
113,Active,2014-07-22T01:00:00,False,PL 9990/2014,Active PL Licenses,75817,Square Kilometres,2014-01-20T08:36:00,0,Gold,Part 1,Tanzoz (Tanzania) Limited (100%),2018-07-21T01:00:00,21.05,Prospecting Licence - Metallic Minerals,Au
114,Active - In Default,2012-11-13T00:00:00,False,PL 8435/2012,Active PL Licenses,75920,Square Kilometres,2012-05-18T16:30:00,0,Gold,Part 1,Austin Lazarous Mwakalukwa (100%),2016-11-12T00:00:00,34.04,Prospecting Licence - Metallic Minerals,Au
115,Active - In Default,2012-11-13T00:00:00,False,PL 8436/2012,Active PL Licenses,75921,Square Kilometres,2012-05-18T16:30:00,0,Gold,Part 1,Austin Lazarous Mwakalukwa (100%),2016-11-12T00:00:00,126.55,Prospecting Licence - Metallic Minerals,Au
116,Active,2014-08-13T01:00:00,False,PL 10128/2014,Active PL Licenses,75955,Square Kilometres,2012-05-23T14:00:00,0,Gold,Part 1,Mkata Mining Investment Limited (100%),2018-08-12T01:00:00,65.28,Prospecting Licence - Metallic Minerals,Au
117,Active,2014-08-13T01:00:00,False,PL 10121/2014,Active PL Licenses,75964,Square Kilometres,2012-05-23T14:00:00,0,Gold,Part 1,Mkata Mining Investment Limited (100%),2018-08-12T01:00:00,282.27,Prospecting Licence - Metallic Minerals,Au
118,Active,2014-08-13T01:00:00,False,PL 10122/2014,Active PL Licenses,75965,Square Kilometres,2012-05-23T14:00:00,0,Gold,Part 1,Mkata Mining Investment Limited (100%),2018-08-12T01:00:00,197.65,Prospecting Licence - Metallic Minerals,Au
119,Active,2014-08-29T01:00:00,False,PL 10119/2014,Active PL Licenses,75967,Square Kilometres,2012-05-23T14:00:00,0,Gold,Part 1,Mkata Mining Investment Limited (100%),2018-08-28T01:00:00,20.78,Prospecting Licence - Metallic Minerals,Au
120,Active,2014-03-21T00:00:00,False,PL 9629/2014,Active PL Licenses,76058,Square Kilometres,2012-04-02T16:20:00,0,Iron,Part 1,"Alex John (50%), Mussa Saidi (50%)",2018-03-20T00:00:00,156.27,Prospecting Licence - Metallic Minerals,Fe
121,Active,2012-06-20T01:00:00,False,PL 8061/2012,Active PL Licenses,76060,Square Kilometres,2009-12-03T01:20:00,0,Gold,Part 1,Mageuko Mining Company Limited (100%),2016-06-19T01:00:00,81.38,Prospecting Licence - Metallic Minerals,Au
122,Active,2012-08-07T01:00:00,False,PL 8136/2012,Active PL Licenses,76114,Square Kilometres,2011-10-31T03:15:00,0,Gold,Part 1,Mawarid Mining Tanzania Limited (100%),2016-08-06T01:00:00,4.58,Prospecting Licence - Metallic Minerals,Au
123,Active - In Default,2012-12-31T00:00:00,False,PL 8747/2012,Active PL Licenses,76120,Square Kilometres,2012-03-22T15:20:00,0,Limestone,Part 1,Bartholomew Chrispin Mroso (100%),2016-12-30T00:00:00,23.83,Prospecting Licence - Industrial Minerals,LST
124,Active - In Default,2012-10-16T01:00:00,False,PL 8412/2012,Active PL Licenses,76142,Square Kilometres,2012-08-28T12:30:00,0,Uranium,Part 1,Uranex Tanzania Limited (100%),2016-10-15T01:00:00,83.89,Prospecting Licence - Energy Minerals,U
125,Active - In Default,2012-11-13T00:00:00,False,PL 8438/2012,Active PL Licenses,76197,Square Kilometres,2012-05-21T10:30:00,0,Copper,Part 1,Austin Lazarous Mwakalukwa (100%),2016-11-12T00:00:00,120.82,Prospecting Licence - Metallic Minerals,Cu
126,Active,2012-07-16T01:00:00,False,PL 8124/2012,Active PL Licenses,76223,Square Kilometres,2006-10-11T16:05:00,0,Nickel,Part 1,Warthog Resources Limited (100%),2016-07-15T01:00:00,40.53,Prospecting Licence - Metallic Minerals,Ni
127,Active,2012-08-22T01:00:00,False,PL 8184/2012,Active PL Licenses,76239,Square Kilometres,2011-07-06T13:00:00,0,Nickel,Part 1,Nodone Logistics & Metals PVT Limited (100%),2016-08-21T01:00:00,8.18,Prospecting Licence - Metallic Minerals,Ni
128,Active,2011-10-25T01:00:00,False,PL 7289/2011,Active PL Licenses,76249,Square Kilometres,2011-09-08T16:30:00,0,Gold,Part 1,B-Sky Mining Co Limited (100%),2015-10-24T01:00:00,66.4,Prospecting Licence - Metallic Minerals,Au
129,Active,2011-10-25T01:00:00,False,PL 7286/2011,Active PL Licenses,76250,Square Kilometres,2011-09-08T16:30:00,0,Gold,Part 1,Beyond Sky Co. Limited (100%),2015-10-24T01:00:00,198.33,Prospecting Licence - Metallic Minerals,Au
130,Active,2011-10-25T01:00:00,False,PL 7279/2011,Active PL Licenses,76253,Square Kilometres,2011-09-08T16:30:00,0,Gold,Part 1,Beyond Sky Co. Limited (100%),2015-10-24T01:00:00,40.25,Prospecting Licence - Metallic Minerals,Au
131,Active,2012-06-20T01:00:00,False,PL 8057/2012,Active PL Licenses,76277,Square Kilometres,2012-01-31T12:30:00,0,Pozzolana,Part 1,Mbeya Cement Company Limited (100%),2016-06-19T01:00:00,206.09,Prospecting Licence - Industrial Minerals,Pozzolana
132,Active,2012-12-31T00:00:00,False,PL 8770/2012,Active PL Licenses,76278,Square Kilometres,2012-01-31T12:30:00,0,Pozzolana,Part 1,Mbeya Cement Company Limited (100%),2016-12-30T00:00:00,280.11,Prospecting Licence - Industrial Minerals,Pozzolana
133,Active,2012-12-31T00:00:00,False,PL 8746/2012,Active PL Licenses,76283,Square Kilometres,2012-01-31T12:30:00,0,Pozzolana,Part 1,Mbeya Cement Company Limited (100%),2016-12-30T00:00:00,225.31,Prospecting Licence - Industrial Minerals,Pozzolana
134,Active,2012-12-31T00:00:00,False,PL 8756/2012,Active PL Licenses,76285,Square Kilometres,2012-01-31T12:30:00,0,Pozzolana,Part 1,Mbeya Cement Company Limited (100%),2016-12-30T00:00:00,224.92,Prospecting Licence - Industrial Minerals,Pozzolana
135,Active,2012-06-20T01:00:00,False,PL 8058/2012,Active PL Licenses,76286,Square Kilometres,2012-01-31T12:30:00,0,Pozzolana,Part 1,Mbeya Cement Company Limited (100%),2016-06-19T01:00:00,181.53,Prospecting Licence - Industrial Minerals,Pozzolana
136,Active - In Default,2012-10-25T01:00:00,False,PL 8298/2012,Active PL Licenses,76318,Square Kilometres,2011-07-18T02:15:00,0,Gold,Part 1,Aly Lalji (100%),2016-10-24T01:00:00,16.04,Prospecting Licence - Metallic Minerals,Au
137,Active,2012-03-19T00:00:00,False,PL 7772/2012,Active PL Licenses,76348,Square Kilometres,2011-10-24T14:40:00,0,Coal,Part 1,Elisha John (100%),2016-03-18T00:00:00,9.31,Prospecting Licence - Energy Minerals,Coal
138,Active,2012-05-25T01:00:00,False,PL 7972/2012,Active PL Licenses,76499,Square Kilometres,2007-07-05T12:30:00,0,Uranium,Part 1,Grace Edwin (100%),2016-05-24T01:00:00,13.09,Prospecting Licence - Energy Minerals,U
139,Active,2014-07-22T01:00:00,False,PL 9975/2014,Active PL Licenses,76534,Square Kilometres,2012-12-31T09:30:00,0,Gold,Part 2,Matesi Ngereja (100%),2018-07-21T01:00:00,0.69,Prospecting Licence - Metallic Minerals,Au
140,Active,2014-04-01T01:00:00,False,PL 9664/2014,Active PL Licenses,76644,Square Kilometres,2011-08-30T13:25:00,0,Gold,Part 1,ABG Exploration Limited (100%),2018-03-31T01:00:00,16.39,Prospecting Licence - Metallic Minerals,Au
141,Active,2014-05-08T01:00:00,False,PL 9698/2014,Active PL Licenses,76765,Square Kilometres,2012-04-04T16:15:00,0,Copper,Part 3,Alli Alawi (100%),2018-05-07T01:00:00,68.48,Prospecting Licence - Metallic Minerals,Cu
142,Active,2012-09-21T01:00:00,False,PL 8376/2012,Active PL Licenses,76811,Square Kilometres,2012-08-21T11:30:00,0,Coal,Part 1,Shri Hari Mining (T) LIMITED (100%),2016-09-20T01:00:00,29.99,Prospecting Licence - Energy Minerals,Coal
143,Active,2013-05-14T01:00:00,False,PL 9154/2013,Active PL Licenses,76985,Square Kilometres,2012-12-20T03:30:00,0,Gold,Part 1,Fortunes Golden Trading (Tanzania) limited (100%),2017-05-13T01:00:00,53.95,Prospecting Licence - Metallic Minerals,Au
144,Active - In Default,2013-06-21T01:00:00,False,PL 9195/2013,Active PL Licenses,77041,Square Kilometres,2012-08-30T16:15:00,0,Copper,Part 1,Jindal Tanzania Limited (100%),2017-06-20T01:00:00,2.89,Prospecting Licence - Metallic Minerals,Cu
145,Active,2012-05-30T01:00:00,False,PL 7985/2012,Active PL Licenses,77346,Square Kilometres,2011-09-20T03:30:00,0,Gold,Part 1,B-Sky Mining Co Limited (100%),2016-05-29T01:00:00,283.94,Prospecting Licence - Metallic Minerals,Au
146,Active,2012-05-04T01:00:00,False,PL 7861/2012,Active PL Licenses,77348,Square Kilometres,2011-09-20T15:40:00,0,Coal,Part 1,Neema Tungaraza Mhelya (100%),2016-05-03T01:00:00,23.22,Prospecting Licence - Energy Minerals,Coal
147,Active,2012-02-23T00:00:00,False,PL 7725/2012,Active PL Licenses,77354,Square Kilometres,2011-09-20T03:30:00,0,Gold,Part 1,Global PS Tanzania Mining Company Limited (100%),2016-02-22T00:00:00,40.88,Prospecting Licence - Metallic Minerals,Au
148,Active,2012-05-30T01:00:00,False,PL 7984/2012,Active PL Licenses,77356,Square Kilometres,2011-09-20T03:30:00,0,Gold,Part 1,Global Beyond Limited (100%),2016-05-29T01:00:00,124.45,Prospecting Licence - Metallic Minerals,Au
149,Active,2014-06-05T01:00:00,False,PL 9752/2014,Active PL Licenses,77358,Square Kilometres,2011-11-08T06:00:00,0,Gold,Part 1,Abdalla Jumbe (100%),2018-06-04T01:00:00,209.4,Prospecting Licence - Metallic Minerals,Au
150,Active,2014-06-05T01:00:00,False,PL 9755/2014,Active PL Licenses,77362,Square Kilometres,2011-11-08T06:00:00,0,Gold,Part 1,Abdalla Jumbe (100%),2018-06-04T01:00:00,92.85,Prospecting Licence - Metallic Minerals,Au
151,Active,2014-08-05T01:00:00,False,PL 10071/2014,Active PL Licenses,77382,Square Kilometres,2011-10-19T04:00:00,0,Gold,Part 1,Tembo Gold (T) Limited (100%),2018-08-04T01:00:00,0.65,Prospecting Licence - Metallic Minerals,Au
152,Active,2012-07-05T01:00:00,False,PL 8076/2012,Active PL Licenses,77384,Square Kilometres,2005-03-02T12:50:00,0,Uranium,Part 1,Uranex Tanzania Limited (100%),2016-07-04T01:00:00,291.73,Prospecting Licence - Energy Minerals,U
153,Active - In Default,2013-04-29T01:00:00,False,PL 9122/2013,Active PL Licenses,77397,Square Kilometres,2012-09-10T10:45:00,0,Gold,Part 1,Juma Saidi Kingo (100%),2017-04-28T01:00:00,196.49,Prospecting Licence - Metallic Minerals,Au
154,Active,2012-06-18T01:00:00,False,PL 8050/2012,Active PL Licenses,77531,Square Kilometres,2011-09-20T03:30:00,0,Gold,Part 1,Global Sky Mining And Exploration Limited (100%),2016-06-17T01:00:00,196.27,Prospecting Licence - Metallic Minerals,Au
155,Active - In Default,2012-09-03T01:00:00,False,PL 8239/2012,Active PL Licenses,77582,Square Kilometres,2006-10-05T11:40:00,0,Gold,Part 1,Free Africa Mining Company Limited (100%),2016-09-02T01:00:00,287.19,Prospecting Licence - Metallic Minerals,Au
156,Active,2012-07-05T01:00:00,False,PL 8071/2012,Active PL Licenses,77636,Square Kilometres,2011-07-04T13:30:00,0,Uranium,Part 1,PULA GROUP LLC (100%),2016-07-04T01:00:00,276.86,Prospecting Licence - Energy Minerals,U
157,Active,2012-12-24T00:00:00,False,PL 8550/2012,Active PL Licenses,77718,Square Kilometres,2012-04-04T16:15:00,0,Uranium,Part 1,Mtemi G (Tanzania) Limited (100%),2016-12-23T00:00:00,127.49,Prospecting Licence - Energy Minerals,U
158,Active,2014-01-15T00:00:00,False,PL 9537/2014,Active PL Licenses,77723,Square Kilometres,2012-04-05T15:24:00,0,Graphite,Part 5,Tanzgraphite (TZ) Limited (100%),2018-01-14T00:00:00,84.0,Prospecting Licence - Industrial Minerals,GRF
159,Active,2012-05-08T01:00:00,False,PL 7922/2012,Active PL Licenses,77724,Square Kilometres,2012-04-10T15:30:00,0,Uranium,Part 1,William L. Kazi (100%),2016-05-07T01:00:00,41.34,Prospecting Licence - Energy Minerals,U
160,Active,2012-05-08T01:00:00,False,PL 7923/2012,Active PL Licenses,77725,Square Kilometres,2012-04-10T15:30:00,0,Uranium,Part 1,William L. Kazi (100%),2016-05-07T01:00:00,299.36,Prospecting Licence - Energy Minerals,U
161,Active,2012-05-08T01:00:00,False,PL 7924/2012,Active PL Licenses,77726,Square Kilometres,2012-04-10T15:30:00,0,Uranium,Part 1,William L. Kazi (100%),2016-05-07T01:00:00,103.56,Prospecting Licence - Energy Minerals,U
162,Active,2014-07-22T01:00:00,False,PL 10012/2014,Active PL Licenses,77781,Square Kilometres,2013-10-10T15:23:00,0,Gold,Part 1,NMM Enterprises Joint Venture Limited (100%),2018-07-21T01:00:00,49.27,Prospecting Licence - Metallic Minerals,Au
163,Active,2011-12-07T00:00:00,False,PL 7450/2011,Active PL Licenses,77873,Square Kilometres,2011-10-19T10:33:00,0,Gold,Part 1,Nyamongo Tanzania Limited (100%),2015-12-06T00:00:00,5.14,Prospecting Licence - Metallic Minerals,Au
164,Active,2012-09-28T01:00:00,False,PL 8262/2012,Active PL Licenses,77897,Square Kilometres,2012-05-22T09:45:00,0,Gold,Part 1,Austin Lazarous Mwakalukwa (100%),2016-09-27T01:00:00,29.89,Prospecting Licence - Metallic Minerals,Au
165,Active,2012-02-20T00:00:00,False,PL 7647/2012,Active PL Licenses,77904,Square Kilometres,2011-09-27T11:45:00,0,Gold,Part 1,Prithvi Resources (T) Limited (100%),2016-02-19T00:00:00,12.91,Prospecting Licence - Metallic Minerals,Au
166,Active,2013-02-08T00:00:00,False,PL 8905/2013,Active PL Licenses,77917,Square Kilometres,2011-10-20T13:30:00,0,Coal,Part 1,Elisha John (100%),2017-02-07T00:00:00,31.91,Prospecting Licence - Energy Minerals,Coal
167,Active,2013-08-02T01:00:00,False,PL 9293/2013,Active PL Licenses,77920,Square Kilometres,2012-08-29T09:30:00,0,Gold,Part 1,Kudu Resources (TZ) Limited (100%),2017-08-01T01:00:00,80.05,Prospecting Licence - Metallic Minerals,Au
168,Active,2014-04-22T01:00:00,False,PL 9687/2014,Active PL Licenses,77927,Square Kilometres,2013-07-04T13:15:00,0,Nickel,Part 1,Kagera Mining Company Limited (100%),2018-04-21T01:00:00,17.59,Prospecting Licence - Metallic Minerals,Ni
169,Active,2012-12-31T00:00:00,False,PL 8721/2012,Active PL Licenses,78016,Square Kilometres,2012-06-14T11:15:00,0,Gold,Part 1,Nexus Minerals Tanzania Limited (100%),2016-12-30T00:00:00,253.75,Prospecting Licence - Metallic Minerals,Au
170,Active,2012-12-31T00:00:00,False,PL 8720/2012,Active PL Licenses,78019,Square Kilometres,2012-06-14T11:15:00,0,Gold,Part 1,Nexus Minerals Tanzania Limited (100%),2016-12-30T00:00:00,232.94,Prospecting Licence - Metallic Minerals,Au
171,Active,2013-05-09T01:00:00,False,PL 8481/2013,Active PL Licenses,78280,Square Kilometres,2007-05-08T12:25:00,0,Uranium,Part 1,Uranex Tanzania Limited (100%),2017-05-08T01:00:00,174.0,Prospecting Licence - Energy Minerals,U
172,Active - In Default,2012-09-17T01:00:00,False,PL 8245/2012,Active PL Licenses,78304,Square Kilometres,2011-10-21T12:30:00,0,Copper,Part 1,Steven B. Ituwe (100%),2016-09-16T01:00:00,299.47,Prospecting Licence - Metallic Minerals,Cu
173,Active - In Default,2012-09-17T01:00:00,False,PL 8246/2012,Active PL Licenses,78305,Square Kilometres,2011-10-21T12:30:00,0,Copper,Part 1,Steven B. Ituwe (100%),2016-09-16T01:00:00,189.01,Prospecting Licence - Metallic Minerals,Cu
174,Active - In Default,2012-09-17T01:00:00,False,PL 8244/2012,Active PL Licenses,78308,Square Kilometres,2011-10-21T12:30:00,0,Copper,Part 1,Steven B. Ituwe (100%),2016-09-16T01:00:00,299.07,Prospecting Licence - Metallic Minerals,Cu
175,Active,2014-04-24T01:00:00,False,PL 9695/2014,Active PL Licenses,78311,Square Kilometres,2011-10-19T04:00:00,0,Gold,Part 1,Mineral Products Limited (100%),2018-04-23T01:00:00,5.47,Prospecting Licence - Metallic Minerals,Au
176,Active,2012-12-18T00:00:00,False,PL 8669/2012,Active PL Licenses,78328,Square Kilometres,2012-11-09T13:17:00,0,Coal,Part 1,Kamal Alloys Limited (100%),2016-12-17T00:00:00,62.81,Prospecting Licence - Energy Minerals,Coal
177,Active,2011-11-17T00:00:00,False,PL 7389/2011,Active PL Licenses,78391,Square Kilometres,2011-08-15T10:45:00,0,Gold,Part 1,Kudu Resources (TZ) Limited (100%),2015-11-16T00:00:00,59.33,Prospecting Licence - Metallic Minerals,Au
178,Active,2012-01-15T00:00:00,False,PL 7550/2012,Active PL Licenses,78463,Square Kilometres,2011-12-01T15:20:00,0,Gold,Part 1,Treasure Gold Mining Tanzania Limited (100%),2016-01-14T00:00:00,8.89,Prospecting Licence - Metallic Minerals,Au
179,Active,2012-05-08T01:00:00,False,PL 7862/2012,Active PL Licenses,78514,Square Kilometres,2007-11-23T02:58:00,0,Gold,Part 1,Rydlan Metals Resources Tanzania Limited (100%),2016-05-07T01:00:00,60.44,Prospecting Licence - Metallic Minerals,Au
180,Active,2012-01-04T00:00:00,False,PL 7539/2011,Active PL Licenses,78551,Square Kilometres,2011-08-10T11:10:00,0,Zircon,Part 3,Ghania Hamdun Seif (100%),2016-01-03T00:00:00,41.57,Prospecting Licence - Industrial Minerals,Zr
181,Active,2014-07-08T01:00:00,False,PL 9913/2014,Active PL Licenses,78618,Square Kilometres,2011-10-18T10:35:00,0,Gold,Part 1,Sekenke Exploration Limited (100%),2018-07-07T01:00:00,13.68,Prospecting Licence - Metallic Minerals,Au
182,Active,2014-01-24T00:00:00,False,PL 9577/2014,Active PL Licenses,78623,Square Kilometres,2011-10-19T11:30:00,0,Iron,Part 1,National Development Corporation (100%),2018-01-23T00:00:00,6.18,Prospecting Licence - Metallic Minerals,Fe
183,Active,2013-06-10T01:00:00,False,PL 9158/2013,Active PL Licenses,78628,Square Kilometres,2011-10-20T15:30:00,0,Gold,Part 1,"Epifania Myamba (14%), Grace Lutter (14%), Dorice Nelson (14%), Irene Stephen (14%), Linda Nelson (14%), Innocent Kanepera (14%), Antonio Shayo (14%)",2017-06-09T01:00:00,11.12,Prospecting Licence - Metallic Minerals,Au
184,Active,2012-12-31T00:00:00,False,PL 8762/2012,Active PL Licenses,79062,Square Kilometres,2012-02-24T08:55:00,0,Gold,Part 1,Twigg Gold Limited (100%),2016-12-30T00:00:00,77.4,Prospecting Licence - Metallic Minerals,Au
185,Active,2013-03-13T00:00:00,False,PL 9042/2013,Active PL Licenses,79173,Square Kilometres,2012-08-24T15:00:00,0,Limestone,Part 1,Tanzania Portland Cement Company Limited (100%),2017-03-12T00:00:00,100.34,Prospecting Licence - Industrial Minerals,LST
186,Active,2013-04-02T01:00:00,False,PL 9022/2013,Active PL Licenses,79244,Square Kilometres,2012-10-11T12:45:00,0,Uranium,Part 1,Mantra Tanzania Limited (100%),2017-04-01T01:00:00,289.47,Prospecting Licence - Energy Minerals,U
187,Active,2014-07-10T01:00:00,False,PL 9953/2014,Active PL Licenses,79284,Square Kilometres,2011-11-24T11:30:00,0,Gold,Part 1,Fenites Limited (100%),2018-07-09T01:00:00,17.05,Prospecting Licence - Metallic Minerals,Au
188,Active,2013-05-29T01:00:00,False,PL 9156/2013,Active PL Licenses,79342,Square Kilometres,2012-11-15T15:15:00,0,Limestone,Part 4,Dangote Industries Limited (100%),2017-05-28T01:00:00,17.32,Prospecting Licence - Industrial Minerals,LST
189,Active - In Default,2012-12-18T00:00:00,False,PL 8670/2012,Active PL Licenses,79353,Square Kilometres,2012-11-21T11:04:00,0,Limestone,Part 1,Mahavir Construction Limited (100%),2016-12-17T00:00:00,121.58,Prospecting Licence - Industrial Minerals,LST
190,Active,2012-06-18T01:00:00,False,PL 8046/2012,Active PL Licenses,79427,Square Kilometres,2012-04-16T11:00:00,0,Tin,Part 1,Supras Resources (TZ) Limited (100%),2016-06-17T01:00:00,52.5,Prospecting Licence - Metallic Minerals,SN
