id,status,dtegranted,archived,code,LayerName,objectid,areaunit,dteapplied,LayerID,commodities,part,parties,dteexpires,areavalue,type,commoditiescd
1179,Active,2008-12-18T00:00:00,False,ML 302/2008,Active ML Licenses,34921,Square Kilometres,2006-10-27T02:43:00,1,Limestone,Part 1,Even Enterprises Company Limited (100%),2018-12-17T00:00:00,0.29,Mining Licence - Building Materials (MA 1998),LST
1180,Active,2000-07-05T01:00:00,False,ML 73/2000,Active ML Licenses,34938,Square Kilometres,2000-03-03T10:10:00,1,Cement Rock (Natural),Part 1,Tanga Cement Company Limited (100%),2020-07-04T01:00:00,0.35,Mining Licence - Industrial Minerals,CER
1181,Active - In Default,2008-09-03T01:00:00,False,ML 323/2008,Active ML Licenses,35100,Hectares,2000-03-27T01:00:00,1,Gold,Part 1,Jackson Balele Shiganga (100%),2018-09-02T01:00:00,9.92,"Mining Licence - Metallic Minerals, Energy Minerals and Kimberlitic Diamonds",Au
1182,Active,2008-05-02T01:00:00,False,GML 300/2008,Active ML Licenses,31332,Square Kilometres,2007-11-15T03:25:00,1,Gemstones,Part 1,Interstate Mining & Minerals (T) Limited (100%),2018-05-01T01:00:00,0.8,Mining Licence - Gemstones (MA 1998),Gem
1183,Active,2008-05-02T01:00:00,False,GML 300/2008,Active ML Licenses,31333,Square Kilometres,2007-11-15T03:25:00,1,Gemstones,Part 2,Interstate Mining & Minerals (T) Limited (100%),2018-05-01T01:00:00,0.8,Mining Licence - Gemstones (MA 1998),Gem
1184,Active - In Default,2008-09-03T01:00:00,False,ML 339/2008,Active ML Licenses,31410,Hectares,1998-07-01T09:00:00,1,Gold,Part 1,"Samson Henery (50%), Herbert Ruzoka Rubondo (50%)",2018-09-02T01:00:00,9.54,"Mining Licence - Metallic Minerals, Energy Minerals and Kimberlitic Diamonds",Au
1185,Active - In Default,2008-09-03T01:00:00,False,ML 340/2008,Active ML Licenses,31428,Hectares,1998-07-01T09:00:00,1,Gold,Part 1,"Samson Henery (50%), Herbert Ruzoka Rubondo (50%)",2018-09-02T01:00:00,12.12,"Mining Licence - Metallic Minerals, Energy Minerals and Kimberlitic Diamonds",Au
1186,Active,2009-06-12T01:00:00,False,ML 372/2009,Active ML Licenses,33388,Square Kilometres,2008-12-15T12:22:00,1,Bauxite,Part 1,Willy Enterprises & Company Limited (100%),2019-06-11T01:00:00,0.49,Mining Licence - All Minerals other than Building Materials and Gemstones (MA 1998),AlB
1187,Active - In Default,2009-09-30T01:00:00,False,ML 358/2009,Active ML Licenses,33423,Square Kilometres,2007-05-16T11:25:00,1,All minerals other than building materials or gemstones,Part 1,Diamond Africa (100%),2019-09-29T01:00:00,7.81,Mining Licence - All Minerals other than Building Materials and Gemstones (MA 1998),AoBG
1188,Active,2001-08-07T01:00:00,False,ML 85/2001,Active ML Licenses,33497,Square Kilometres,2001-03-21T11:34:00,1,Building Materials,Part 1,Ministry of Works (Tanroads) (100%),2011-08-06T01:00:00,0.34,Mining Licence - Building Materials,BM
1189,Active,2007-06-13T01:00:00,False,ML 266/2007,Active ML Licenses,33553,Square Kilometres,2005-11-03T13:50:00,1,Building Materials,Part 1,Ashraf Company Limited (100%),2017-06-12T01:00:00,0.5,Mining Licence - Building Materials (MA 1998),BM
1190,Active,2000-04-19T01:00:00,False,ML 68A/99,Active ML Licenses,33622,Square Kilometres,2000-01-01T10:10:00,1,Gold,Part 1,Zablon Limited (100%),2020-04-18T01:00:00,10.13,"Mining Licence - Metallic Minerals, Energy Minerals and Kimberlitic Diamonds",Au
1191,Active,1992-07-09T01:00:00,False,ML 05/92,Active ML Licenses,35478,Square Kilometres,1992-07-09T01:00:00,1,Salt,Part 1,Seasalt Limited (100%),2020-05-17T01:00:00,9.99,Mining Licence - Industrial Minerals,Salt
1192,Active,2000-03-11T00:00:00,False,ML 64/2000,Active ML Licenses,37254,Square Kilometres,1999-01-01T00:00:00,1,Building Materials,Part 1,Abdalla M. Ngororo (100%),2010-03-10T00:00:00,0.07,Mining Licence - Building Materials,BM
1193,Active,2004-07-21T01:00:00,False,ML 179/2004,Active ML Licenses,37352,Square Kilometres,2004-03-26T00:00:00,1,Building Materials,Part 1,Ministry of Works (Tanroads) (100%),2014-07-20T01:00:00,0.41,Mining Licence - Building Materials (MA 1998),BM
1194,Active,1998-03-27T00:00:00,False,ML 34/98,Active ML Licenses,37749,Square Kilometres,1998-03-27T00:00:00,1,Gemstones,Part 1,Madinix Limited (100%),2008-03-26T00:00:00,0.76,Mining Licence - Gemstones (MA 1998),Gem
1195,Active - In Default,2010-10-21T01:00:00,False,ML 405/2010,Active ML Licenses,39015,Square Kilometres,2009-01-16T02:20:00,1,Building Materials,Part 1,Rock and Rock co ltd (100%),2020-10-20T01:00:00,0.3,Mining Licence - Building Materials,BM
1196,Active - In Default,2008-09-03T01:00:00,False,ML 312/2008,Active ML Licenses,29687,Hectares,2000-01-03T13:00:00,1,Gold,Part 1,Jackson Balele Shiganga & Partner (100%),2018-09-02T01:00:00,8.81,"Mining Licence - Metallic Minerals, Energy Minerals and Kimberlitic Diamonds",Au
1197,Active - In Default,2008-10-08T01:00:00,False,ML 346/2008,Active ML Licenses,29761,Square Kilometres,2007-09-14T09:00:00,1,Galena,Part 1,Gao Resources Company Limited (100%),2018-10-07T01:00:00,1.4,Mining Licence - Industrial Minerals,Galena
1198,Active,1997-10-16T01:00:00,False,ML 24/97,Active ML Licenses,31637,Square Kilometres,,1,Limestone,Part 1,Tanzania Portland Cement Company Limited (100%),2022-10-15T01:00:00,0.4102,Mining Licence - Industrial Minerals,LST
1199,Active,,False,ML17,Active ML Licenses,31663,Square Kilometres,,1,Building Materials,Part 1,Ministry of Works (Tanroads) (100%),,0.1493,Mining Licence - Building Materials (MA 1998),BM
1200,Active,2004-05-24T01:00:00,False,ML 169/2004,Active ML Licenses,33775,Square Kilometres,2004-03-10T07:30:00,1,Building Materials,Part 1,Adil Abdsalah Dhiyebi (100%),2014-05-23T01:00:00,0.5,Mining Licence - Building Materials,BM
1201,Active,2010-06-04T01:00:00,False,ML 393/2010,Active ML Licenses,33808,Square Kilometres,2009-02-12T02:40:00,1,Building Materials,Part 1,Even Enterprises Company Limited (100%),2020-06-03T01:00:00,0.03,Mining Licence - Building Materials (MA 1998),BM
1202,Active,1997-10-16T01:00:00,False,ML 22/97,Active ML Licenses,33870,Square Kilometres,,1,Limestone,Part 1,Tanzania Portland Cement Company Limited (100%),2022-10-15T01:00:00,1.8832,Mining Licence - Industrial Minerals,LST
1203,Active,2004-12-21T00:00:00,False, ML 193/2004 ,Active ML Licenses,34096,Square Kilometres,2004-11-18T00:00:00,1,Building Materials,Part 1,Itiso Granite Company Limited (100%),2014-12-20T00:00:00,0.47,Mining Licence - Building Materials,BM
1204,Active,,False,ML 2/95,Active ML Licenses,35842,Square Kilometres,,1,Stone (Dimension),Part 1,Minestones Limited (100%),,11.3778,Mining Licence - Building Materials (MA 1998),STN2
1205,Active,2008-06-12T01:00:00,False,ML 309/2008,Active ML Licenses,35911,Square Kilometres,2007-12-07T08:57:00,1,Gold,Part 2,"Frank Nnongi (50%), Iddi Leonard Mhina (50%)",2018-06-11T01:00:00,1.28,Mining Licence - All Minerals other than Building Materials and Gemstones (MA 1998),Au
1206,Active,2006-11-16T00:00:00,False,ML 244/2006,Active ML Licenses,38053,Square Kilometres,2005-06-01T12:00:00,1,Building Materials,Part 1,Marmo E. Granito Mines (T) Limited (100%),2016-11-15T00:00:00,0.48,Mining Licence - Building Materials,BM
1207,Active,2001-10-01T01:00:00,False,GML 103/2001,Active ML Licenses,39395,Square Kilometres,2001-05-08T01:00:00,1,Gemstones,Part 1,Amazon Trading Company (T) Limited (100%),2011-10-31T00:00:00,0.87,Mining Licence - Gemstones excl Kimberlitic Diamond ,Gem
1208,Active - In Default,2008-09-03T01:00:00,False,ML 338/2008,Active ML Licenses,39560,Hectares,,1,Gold,Part 1,Eliasi Simba (100%),2018-09-02T01:00:00,6.6,"Mining Licence - Metallic Minerals, Energy Minerals and Kimberlitic Diamonds",Au
1209,Active,2009-06-12T01:00:00,False,ML 373/2009,Active ML Licenses,40421,Square Kilometres,2008-12-15T12:22:00,1,Bauxite,Part 1,Willy Enterprises & Company Limited (100%),2019-06-11T01:00:00,0.51,Mining Licence - All Minerals other than Building Materials and Gemstones (MA 1998),AlB
1210,Active,2009-03-19T00:00:00,False,ML 359/2009,Active ML Licenses,40474,Square Kilometres,2007-06-05T11:40:00,1,Limestone,Part 1,Maweni Limestone Limited (100%),2019-03-18T00:00:00,0.24,Mining Licence - All Minerals other than Building Materials and Gemstones (MA 1998),LST
1211,Active,2002-02-21T00:00:00,False,ML 129/2002,Active ML Licenses,39111,Square Kilometres,2002-01-21T13:52:00,1,Phosphates,Part 1,Minjingu Mines & Fertiliser Limited (100%),2022-02-20T00:00:00,1.49,Mining Licence - Industrial Minerals,Phos
1212,Active - In Default,2000-03-10T00:00:00,False,GML 65/2000,Active ML Licenses,39822,Square Kilometres,1999-01-01T10:00:00,1,Gemstones,Part 1,Kilimanjaro Mines Limited (100%),2020-03-09T00:00:00,0.77,Mining Licence - Gemstones excl Kimberlitic Diamond ,Gem
1213,Active,2009-06-12T01:00:00,False,ML 368/2009,Active ML Licenses,39824,Square Kilometres,2008-12-15T12:22:00,1,Bauxite,Part 1,Willy Enterprises & Company Limited (100%),2019-06-11T01:00:00,0.52,Mining Licence - All Minerals other than Building Materials and Gemstones (MA 1998),AlB
1214,Active,2008-12-18T00:00:00,False,ML 349/2008,Active ML Licenses,40015,Square Kilometres,2006-05-11T04:30:00,1,Gold,Part 1,Busolwa Gold Mine (Tanzania) Limited (100%),2018-12-17T00:00:00,6.9,"Mining Licence - Metallic Minerals, Energy Minerals and Kimberlitic Diamonds",Au
1215,Active,2004-10-22T01:00:00,False,ML 188/2004,Active ML Licenses,40142,Square Kilometres,2004-10-06T15:48:00,1,Building Materials,Part 1,Terro Construction and Trading Company Limited (100%),2014-10-21T01:00:00,0.13,Mining Licence - Building Materials,BM
1216,Active,2006-12-29T00:00:00,False,ML 247/2006,Active ML Licenses,40233,Square Kilometres,2005-08-09T01:00:00,1,Building Materials,Part 1,Marmo E. Granito Mines (T) Limited (100%),2016-12-28T00:00:00,0.2,Mining Licence - Building Materials,BM
1217,Active,2004-04-08T01:00:00,False,ML 165/2004,Active ML Licenses,40883,Square Kilometres,2004-03-10T07:30:00,1,Building Materials,Part 1,Ministry of Works (Tanroads) (100%),2014-04-07T01:00:00,0.2,Mining Licence - Building Materials,BM
1218,Active,2009-06-12T01:00:00,False,ML 369/2009,Active ML Licenses,41100,Square Kilometres,2008-12-15T12:22:00,1,Bauxite,Part 1,Willy Enterprises & Company Limited (100%),2019-06-11T01:00:00,0.52,Mining Licence - All Minerals other than Building Materials and Gemstones (MA 1998),AlB
1219,Active,1999-10-22T01:00:00,False,ML 48/99,Active ML Licenses,42395,Square Kilometres,2009-09-24T02:42:00,1,Building Materials,Part 1,Terro Construction and Trading Company Limited (100%),2019-10-21T01:00:00,0.3,Mining Licence - Building Materials,BM
1220,Active,2001-10-19T01:00:00,False,ML 113/2001,Active ML Licenses,42591,Square Kilometres,2001-08-09T01:00:00,1,Salt,Part 1,H.J. Stanley & Sons Limited (100%),2021-10-18T01:00:00,0.15,Mining Licence - Industrial Minerals,Salt
1221,Active,2002-11-17T00:00:00,False,ML 139/2002,Active ML Licenses,42620,Square Kilometres,2002-01-01T00:00:00,1,All minerals other than building materials or gemstones,Part 1,Tanzania Oxygen Limited (100%),2022-11-16T00:00:00,1.15,"Mining Licence - Metallic Minerals, Energy Minerals and Kimberlitic Diamonds",AoBG
1222,Active,2008-05-02T01:00:00,False,GML 301/2008,Active ML Licenses,42736,Square Kilometres,2007-11-15T03:25:00,1,Gemstones,Part 1,Interstate Mining & Minerals (T) Limited (100%),2018-05-01T01:00:00,1.0,Mining Licence - Gemstones (MA 1998),Gem
1223,Active,2002-10-18T01:00:00,False,ML 136/2002,Active ML Licenses,43962,Square Kilometres,2001-06-26T01:00:00,1,"Limestone, Sandstone",Part 1,Mbeya Cement Company Limited (100%),2022-10-17T01:00:00,7.55,Mining Licence - Industrial Minerals,"LST, SST"
1224,Active - In Default,2001-08-07T01:00:00,False,ML 84/2001,Active ML Licenses,44147,Square Kilometres,2000-01-01T10:10:00,1,Building Materials,Part 1,Ministry of Works (Tanroads) (100%),2011-08-06T01:00:00,0.5,Mining Licence - Building Materials (MA 1998),BM
1225,Active,2008-05-02T01:00:00,False,GML 295/2008,Active ML Licenses,40574,Square Kilometres,2007-11-15T03:25:00,1,Gemstones,Part 1,Interstate Mining & Minerals (T) Limited (100%),2018-05-01T01:00:00,1.0,Mining Licence - Gemstones (MA 1998),Gem
1226,Active - In Default,2008-09-03T01:00:00,False,ML 328/2008,Active ML Licenses,40732,Hectares,2000-01-07T08:00:00,1,Gold,Part 1,Kabole Yohana Jackob Kahungwa (100%),2018-09-02T01:00:00,11.55,"Mining Licence - Metallic Minerals, Energy Minerals and Kimberlitic Diamonds",Au
1227,Active,2009-02-19T00:00:00,False,ML 354/2009,Active ML Licenses,40750,Square Kilometres,2007-09-19T11:00:00,1,Limestone,Part 2,Maweni Limestone Limited (100%),2019-02-18T00:00:00,7.06,Mining Licence - All Minerals other than Building Materials and Gemstones (MA 1998),LST
1228,Active - In Default,2008-09-03T01:00:00,False,ML 330/2008,Active ML Licenses,41825,Hectares,,1,Gold,Part 1,Sauda Nkuba & Partner (100%),2018-09-02T01:00:00,8.52,"Mining Licence - Metallic Minerals, Energy Minerals and Kimberlitic Diamonds",Au
1229,Active,1999-10-29T01:00:00,False,ML 49/99,Active ML Licenses,42929,Square Kilometres,1999-01-01T10:10:00,1,Building Materials,Part 1,Nyanza Road Works Limited (100%),2009-10-28T00:00:00,0.58,Mining Licence - Building Materials,BM
1230,Active,2004-12-01T00:00:00,False,ML 194/2005,Active ML Licenses,42945,Square Kilometres,2004-11-18T00:00:00,1,Building Materials,Part 1,Itiso Granite Company Limited (100%),2014-11-30T00:00:00,0.49,Mining Licence - Building Materials,BM
1231,Active,2005-05-25T01:00:00,False,ML 217/2005,Active ML Licenses,43149,Square Kilometres,2005-05-09T09:00:00,1,Building Materials,Part 1,Msata Quarry Limited (100%),2015-05-24T01:00:00,0.5,Mining Licence - Building Materials,BM
1232,Active,2005-04-21T01:00:00,False,ML 214/2005,Active ML Licenses,43195,Square Kilometres,2005-01-07T00:00:00,1,Building Materials,Part 1,Marmo E. Granito Mines (T) Limited (100%),2015-04-20T01:00:00,0.5,Mining Licence - Building Materials,BM
1233,Active,2004-05-31T01:00:00,False,ML 175/2004,Active ML Licenses,44613,Square Kilometres,2004-05-26T09:00:00,1,Gold,Part 1,Autrad Mining Company Limited (100%),2024-05-30T01:00:00,0.08,"Mining Licence - Metallic Minerals, Energy Minerals and Kimberlitic Diamonds",Au
1234,Active,1992-07-09T01:00:00,False,ML 7/92,Active ML Licenses,44623,Square Kilometres,,1,Salt,Part 1,Kibo Match Corporation Ltd. (100%),2017-07-08T01:00:00,3.4907,Mining Licence - Industrial Minerals,Salt
1235,Active,2008-05-02T01:00:00,False,GML 299/2008,Active ML Licenses,44723,Square Kilometres,2007-11-15T03:25:00,1,Gemstones,Part 1,Interstate Mining & Minerals (T) Limited (100%),2018-05-01T01:00:00,0.88,Mining Licence - Gemstones (MA 1998),Gem
1236,Active,2008-05-02T01:00:00,False,GML 299/2008,Active ML Licenses,44724,Square Kilometres,2007-11-15T03:25:00,1,Gemstones,Part 2,Interstate Mining & Minerals (T) Limited (100%),2018-05-01T01:00:00,0.88,Mining Licence - Gemstones (MA 1998),Gem
1237,Active,2009-05-18T01:00:00,False,GML 377/2009,Active ML Licenses,44906,Square Kilometres,2005-05-04T10:23:00,1,Gemstones,Part 1,Mwanangwa Diamond Mines Limited (100%),2019-05-17T01:00:00,0.63,Mining Licence - Gemstones excl Kimberlitic Diamond ,Gem
1238,Active,2000-10-12T01:00:00,False,ML 74/2000,Active ML Licenses,46063,Square Kilometres,,1,Gypsum,Part 1,Industrial Minerals Mining Company Limited (100%),2010-10-11T01:00:00,0.8508,Mining Licence - Industrial Minerals,Gypsum
1239,Active,2005-11-14T00:00:00,False,ML 232/2005,Active ML Licenses,46361,Square Kilometres,2005-09-21T01:00:00,1,Aggregates,Part 1,Uluguru Quarries Limited (100%),2015-11-13T00:00:00,0.5,Mining Licence - Building Materials,Agg
1240,Active,2007-09-18T01:00:00,False,ML 275/2007,Active ML Licenses,32442,Square Kilometres,2006-12-04T02:01:00,1,Limestone,Part 1,Arm (Tanzania) Limited (100%),2017-09-17T01:00:00,0.28,Mining Licence - Industrial Minerals,LST
1241,Active,2001-08-15T01:00:00,False,ML 93/2001,Active ML Licenses,34330,Square Kilometres,2001-04-19T03:10:00,1,Building Materials,Part 1,Highland Estates Limited (100%),2021-08-14T01:00:00,0.27,Mining Licence - Building Materials,BM
1242,Active,2004-12-21T00:00:00,False, ML 192/2004 ,Active ML Licenses,34345,Square Kilometres,2004-11-18T00:00:00,1,Building Materials,Part 2,Itiso Granite Company Limited (100%),2014-12-20T00:00:00,0.2,Mining Licence - Building Materials,BM
1243,Active,2005-04-21T01:00:00,False,ML 218/2005,Active ML Licenses,34439,Square Kilometres,2006-06-05T01:00:00,1,Gold,Part 1,Two Drums G & C Company Limited (100%),2015-04-20T01:00:00,0.09,"Mining Licence - Metallic Minerals, Energy Minerals and Kimberlitic Diamonds",Au
1244,Active,2001-09-28T01:00:00,False,GML 107/2001,Active ML Licenses,34447,Square Kilometres,2001-05-08T01:00:00,1,Gemstones,Part 1,Amazon Trading Company (T) Limited (100%),2011-09-27T01:00:00,0.93,Mining Licence - Gemstones excl Kimberlitic Diamond ,Gem
1245,Active,2006-11-16T00:00:00,False,ML 240/2006,Active ML Licenses,34471,Square Kilometres,2005-06-01T01:00:00,1,Building Materials,Part 1,Marmo E. Granito Mines (T) Limited (100%),2016-11-15T00:00:00,0.4687,Mining Licence - Building Materials,BM
1246,Active - In Default,2009-05-14T01:00:00,False,ML 374/2009,Active ML Licenses,34642,Square Kilometres,2004-10-13T11:30:00,1,Silver,Part 1,Splendour International Investment (T) Company Limited  (100%),2019-05-13T01:00:00,0.04,"Mining Licence - Metallic Minerals, Energy Minerals and Kimberlitic Diamonds",AG
1247,Active,2001-10-19T01:00:00,False,ML 112/2001,Active ML Licenses,34657,Square Kilometres,2001-07-20T11:10:00,1,Salt,Part 1,Nyanza Mines (Tanganyika) Limited (100%),2021-10-18T01:00:00,2.56,Mining Licence - Industrial Minerals,Salt
1248,Active,1999-10-29T01:00:00,False,ML 50/99,Active ML Licenses,36438,Square Kilometres,1999-01-01T14:47:00,1,Building Materials,Part 1,Nyanza Road Works Limited (100%),2019-10-28T00:00:00,0.3318,Mining Licence - Building Materials,BM
1249,Active - In Default,2008-09-03T01:00:00,False,ML 311/2008,Active ML Licenses,38539,Hectares,2000-01-01T00:00:00,1,Gold,Part 1,Jackson Balele Shiganga (100%),2018-09-02T01:00:00,9.65,"Mining Licence - Metallic Minerals, Energy Minerals and Kimberlitic Diamonds",Au
1250,Active,2004-09-17T01:00:00,False,ML 185/2004,Active ML Licenses,38608,Square Kilometres,2004-07-29T01:00:00,1,Building Materials,Part 1,Safa Petroleum & Mineral Company Limited (100%),2014-09-16T01:00:00,0.46,Mining Licence - Building Materials,BM
1251,Active - In Default,2008-09-03T01:00:00,False,ML 325/2008,Active ML Licenses,38700,Hectares,2000-06-28T01:00:00,1,Gold,Part 1,Mathias Odeki & Partners (100%),2018-09-02T01:00:00,8.64,"Mining Licence - Metallic Minerals, Energy Minerals and Kimberlitic Diamonds",Au
1252,Active,2005-03-24T00:00:00,False,ML 209/2005,Active ML Licenses,38739,Square Kilometres,2004-11-10T00:00:00,1,Silica,Part 1,Kioo Limited (100%),2015-03-23T00:00:00,0.5,Mining Licence - Building Materials,SIL
1253,Active - In Default,2008-09-03T01:00:00,False,ML 313/2008,Active ML Licenses,47688,Hectares,2000-01-01T00:00:00,1,Gold,Part 1,Jackson Balele Shiganga (100%),2018-09-02T01:00:00,7.47,"Mining Licence - Metallic Minerals, Energy Minerals and Kimberlitic Diamonds",Au
1254,Active,2008-05-02T01:00:00,False,GML 296/2008,Active ML Licenses,47808,Square Kilometres,2007-11-15T03:25:00,1,Gemstones,Part 1,Interstate Mining & Minerals (T) Limited (100%),2018-05-01T01:00:00,1.0,Mining Licence - Gemstones (MA 1998),Gem
1255,Active - In Default,2008-09-03T01:00:00,False,ML 334/2008,Active ML Licenses,36942,Hectares,,1,Gold,Part 1,"Katema Sonda (50%), James M. Balaja (50%)",2018-09-02T01:00:00,9.96,"Mining Licence - Metallic Minerals, Energy Minerals and Kimberlitic Diamonds",Au
1256,Active,2008-08-11T01:00:00,False,ML 308/2008,Active ML Licenses,36944,Hectares,2000-01-04T15:29:00,1,Gold,Part 1,Mathias Leonard (100%),2018-08-10T01:00:00,7.71,"Mining Licence - Metallic Minerals, Energy Minerals and Kimberlitic Diamonds",Au
1257,Active,2001-09-28T01:00:00,False,GML 109/2001,Active ML Licenses,37048,Square Kilometres,2001-05-08T11:10:00,1,Gemstones,Part 1,Amazon Trading Company (T) Limited (100%),2011-08-27T01:00:00,1.0,Mining Licence - Gemstones excl Kimberlitic Diamond ,Gem
1258,Active,2000-02-29T00:00:00,False,ML 382/2009,Active ML Licenses,37064,Square Kilometres,2000-02-01T08:00:00,1,Gold,Part 1,Expert Prospectors and Mining Company (100%),2010-02-28T00:00:00,0.1,Mining Licence - All Minerals other than Building Materials and Gemstones (MA 1998),Au
1259,Active,2009-02-19T00:00:00,False,ML 353/2009,Active ML Licenses,37098,Square Kilometres,2007-06-05T11:40:00,1,Limestone,Part 1,Maweni Limestone Limited (100%),2019-02-18T00:00:00,0.95,Mining Licence - All Minerals other than Building Materials and Gemstones (MA 1998),LST
1260,Active,2004-06-28T01:00:00,False,ML 177/2004,Active ML Licenses,41896,Square Kilometres,2003-11-10T00:00:00,1,Salt,Part 1,Nyanza Mines (Tanganyika) Limited (100%),2014-06-27T01:00:00,0.53,"Mining Licence - Metallic Minerals, Energy Minerals and Kimberlitic Diamonds",Salt
1261,Active - In Default,2001-08-07T01:00:00,False,ML 86/2001,Active ML Licenses,42245,Square Kilometres,2001-08-06T12:49:00,1,Building Materials,Part 1,Ministry of Works (Tanroads) (100%),2011-08-06T01:00:00,0.25,Mining Licence - Building Materials (MA 1998),BM
1262,Active,1999-10-29T01:00:00,False,ML 52/99,Active ML Licenses,43645,Square Kilometres,1999-01-01T02:00:00,1,Building Materials,Part 1,Nyanza Road Works Limited (100%),2019-10-28T00:00:00,0.58,Mining Licence - Building Materials (MA 1998),BM
1263,Active - In Default,2008-09-03T01:00:00,False,ML 319/2008,Active ML Licenses,43894,Hectares,1999-05-04T09:00:00,1,Gold,Part 1,Joram Mwakatika (100%),2018-09-02T01:00:00,12.5,"Mining Licence - Metallic Minerals, Energy Minerals and Kimberlitic Diamonds",Au
1264,Active,2005-11-07T00:00:00,False,ML 234/2005,Active ML Licenses,45122,Square Kilometres,2002-11-28T01:00:00,1,Bauxite,Part 1,Willy Enterprises & Company Limited (100%),2015-11-06T00:00:00,0.61,Mining Licence - Industrial Minerals,AlB
1265,Active - In Default,2008-09-03T01:00:00,False,ML 327/2008,Active ML Licenses,45192,Hectares,,1,Gold,Part 1,Thomas Mathias Masanja & Partner (100%),2018-09-02T01:00:00,5.98,"Mining Licence - Metallic Minerals, Energy Minerals and Kimberlitic Diamonds",Au
1266,Active,1997-12-29T00:00:00,False,ML 31/97,Active ML Licenses,46884,Square Kilometres,,1,Granite,Part 1,M.T.G. Minerals Limited (100%),2012-12-28T00:00:00,0.7768,Mining Licence - Industrial Minerals,GRT
1267,Active,2005-03-24T00:00:00,False,ML 208/2005,Active ML Licenses,46999,Square Kilometres,2004-11-11T00:00:00,1,Silica,Part 1,Kioo Limited (100%),2015-03-23T00:00:00,0.58,Mining Licence - Building Materials,SIL
1268,Active - In Default,2005-02-10T00:00:00,False, GML 199/2005,Active ML Licenses,48540,Square Kilometres,2005-01-10T08:00:00,1,Gemstones,Part 1,Doglas Lake Minerals Inc (100%),2015-02-09T00:00:00,0.93,Mining Licence - Gemstones excl Kimberlitic Diamond ,Gem
1269,Active,2001-09-28T01:00:00,False,GML 106/2001,Active ML Licenses,51603,Square Kilometres,2001-05-08T01:00:00,1,Gemstones,Part 1,Amazon Trading Company (T) Limited (100%),2011-09-27T01:00:00,0.96,Mining Licence - Gemstones excl Kimberlitic Diamond ,Gem
1270,Active,2010-06-04T01:00:00,False,ML 391/2010,Active ML Licenses,52188,Square Kilometres,2009-02-12T02:40:00,1,All minerals other than building materials or gemstones,Part 1,Even Enterprises Company Limited (100%),2020-06-03T01:00:00,0.07,Mining Licence - Building Materials (MA 1998),AoBG
1271,Active,1999-03-12T00:00:00,False,ML 43/99,Active ML Licenses,52490,Square Kilometres,,1,Gold,Part 1,Kapufi Gold Mining Company Limited (100%),2014-03-11T00:00:00,0.6571,Mining Licence - All Minerals other than Building Materials and Gemstones (MA 1998),Au
1272,Active,2009-06-12T01:00:00,False,ML 366/2009,Active ML Licenses,52525,Square Kilometres,2008-12-15T12:22:00,1,Bauxite,Part 1,Willy Enterprises & Company Limited (100%),2019-06-11T01:00:00,0.43,Mining Licence - All Minerals other than Building Materials and Gemstones (MA 1998),AlB
1273,Active,2000-05-18T01:00:00,False,ML 06/92,Active ML Licenses,52599,Square Kilometres,1992-07-09T01:00:00,1,Salt,Part 1,Seasalt Limited (100%),2020-05-17T01:00:00,2.48,Mining Licence - Industrial Minerals,Salt
1274,Active,1997-12-29T00:00:00,False,ML 29/97,Active ML Licenses,52656,Square Kilometres,1997-12-29T00:00:00,1,Marble,Part 1,M.T.G. Minerals Limited (100%),2012-12-28T00:00:00,1.2,Mining Licence - Industrial Minerals,MBL
1275,Active,2009-02-19T00:00:00,False,ML 352/2009,Active ML Licenses,53556,Square Kilometres,2007-06-05T11:40:00,1,Limestone,Part 1,Maweni Limestone Limited (100%),2019-02-18T00:00:00,3.9,Mining Licence - All Minerals other than Building Materials and Gemstones (MA 1998),LST
1276,Active - In Default,2008-09-03T01:00:00,False,ML 321/2008,Active ML Licenses,53608,Hectares,2000-01-29T08:00:00,1,Gold,Part 1,Domonic Kimambo (100%),2018-09-02T01:00:00,10.29,"Mining Licence - Metallic Minerals, Energy Minerals and Kimberlitic Diamonds",Au
1277,Active,2008-05-02T01:00:00,False,GML 293/2008,Active ML Licenses,54498,Square Kilometres,2007-11-15T03:25:00,1,Gemstones,Part 1,Interstate Mining & Minerals (T) Limited (100%),2018-05-01T01:00:00,1.0,Mining Licence - Gemstones (MA 1998),Gem
1278,Active,1997-12-29T00:00:00,False,ML_30/97,Active ML Licenses,54618,Square Kilometres,,1,Travertine,Part 1,M.T.G. Minerals Limited (100%),2012-12-28T00:00:00,1.4069,Mining Licence - Industrial Minerals,TRA
1279,Active - In Default,2004-07-23T01:00:00,False,GML 181/2004,Active ML Licenses,55303,Square Kilometres,2002-01-22T00:00:00,1,Gemstones,Part 1,Paradiso Minerals (T) Limited (100%),2014-07-22T01:00:00,1.0,Mining Licence - Gemstones excl Kimberlitic Diamond ,Gem
1280,Conversion Application,,False,ML_pml_2732,Active ML Licenses,55307,Square Kilometres,2000-03-31T01:00:00,1,Gold,Part 1,Sirori Simba MinesLimited (100%),,0.12,Mining Licence - Gemstones (MA 1998),Au
1281,Active,2000-04-20T01:00:00,False,ML 69/2000,Active ML Licenses,55453,Square Kilometres,2011-04-12T02:51:00,1,Building Materials,Part 1,Terro Construction and Trading Company Limited (100%),2020-04-19T01:00:00,0.53,Mining Licence - Building Materials,BM
