id,status,dtegranted,code,objectid,dteapplied,LayerID,commodities,parties,dteexpires,LayerName,type,commoditiescd
453,Active,2008-07-14T01:00:00,941/1-10 ,1061,2008-07-23T13:06:29,2,GEMSTONES EXCEPT DIAMONDS,Consolidated Mines Ltd (100%),2012-07-14T01:00:00,Active Locations,Location Licenses,GS
454,Active,1998-01-17T00:00:00,1747/1-10,1062,1998-01-20T16:13:02,2,NON PRECIOUS MINERALS,Nitin N. Shah (100%),2013-01-16T00:00:00,Active Locations,Location Licenses,NON
455,Active,1998-01-17T00:00:00,1748/1-10 ,1063,1998-01-20T16:13:02,2,NON PRECIOUS MINERALS,Nitin N. Shah (100%),2013-01-16T00:00:00,Active Locations,Location Licenses,NON
456,Active,2011-06-20T01:00:00,1659/1-10,1066,2011-06-23T17:25:00,2,NON PRECIOUS MINERALS,HARDROCK MINING COMPANY (100%),2012-06-19T01:00:00,Active Locations,Location Licenses,NON
457,Active,2011-06-20T01:00:00,1660/5-10,1071,2011-06-23T17:25:00,2,NON PRECIOUS MINERALS,HARDROCK MINING COMPANY (100%),2012-06-19T01:00:00,Active Locations,Location Licenses,NON
458,Active,2011-06-20T01:00:00,Lulu,1072,2011-06-23T17:25:00,2,NON PRECIOUS MINERALS,HARDROCK MINING COMPANY (100%),2012-06-19T01:00:00,Active Locations,Location Licenses,NON
459,Active,2006-04-12T01:00:00,2013/1-5 ,1075,2006-04-13T12:45:00,2,NON PRECIOUS MINERALS,Equator Gemstones  (K) Ltd (100%),2014-04-11T01:00:00,Active Locations,Location Licenses,NON
460,Active,1990-06-10T01:00:00,1493/1-10,1079,1990-06-15T12:47:56,2,NON PRECIOUS MINERALS,Glitter Gems Ltd (100%),2013-06-09T01:00:00,Active Locations,Location Licenses,NON
461,Active,1990-06-11T01:00:00,1495/1-10,1080,1990-06-15T12:47:56,2,NON PRECIOUS MINERALS,Glitter Gems Ltd (100%),2013-06-09T01:00:00,Active Locations,Location Licenses,NON
462,Active,1990-12-11T00:00:00,1496/1-5,1081,1990-12-15T11:47:56,2,NON PRECIOUS MINERALS,Glitter Gems Ltd (100%),2013-12-10T00:00:00,Active Locations,Location Licenses,NON
463,Active,2006-04-12T01:00:00,664/1-8,1087,2006-04-13T12:45:00,2,NON PRECIOUS MINERALS,Equator Gemstones  (K) Ltd (100%),2013-12-03T00:00:00,Active Locations,Location Licenses,NON
464,Active,1998-03-11T00:00:00,1783/1-10,1090,1998-03-16T15:12:49,2,NON PRECIOUS MINERALS,MUGAMBI MINING AND PROSPECTING COMPANY (100%),2012-03-10T00:00:00,Active Locations,Location Licenses,NON
465,Active,1998-03-11T00:00:00,1785/1-10,1091,1998-03-16T15:12:49,2,NON PRECIOUS MINERALS,Musa Gitundu Njagi (100%),2012-03-10T00:00:00,Active Locations,Location Licenses,NON
466,Active,2001-06-11T01:00:00,1847/1-10 ,1092,2001-06-18T12:03:40,2,NON PRECIOUS MINERALS,Foustine Mwambanga Ngure (100%),2013-06-11T01:00:00,Active Locations,Location Licenses,NON
467,Active,1990-06-10T01:00:00,1494/1-10,1094,1990-06-15T12:47:56,2,NON PRECIOUS MINERALS,Glitter Gems Ltd (100%),2013-06-09T01:00:00,Active Locations,Location Licenses,NON
468,Active,2001-09-06T01:00:00,1848/1-10,1099,2001-10-04T12:03:40,2,NON PRECIOUS MINERALS,Foustine Mwambanga Ngure (100%),2013-06-11T01:00:00,Active Locations,Location Licenses,NON
469,Active,1977-10-31T00:00:00,506/1-10 ,1101,1977-11-13T13:56:08,2,NON PRECIOUS MINERALS,S. Wanjohi & J. Mbutu Mining Co. (100%),2013-10-23T01:00:00,Active Locations,Location Licenses,NON
470,Active,1984-10-02T01:00:00,1136/1-10,1106,1984-09-15T15:27:07,2,NON PRECIOUS MINERALS,Franraph Mining Company (100%),2013-09-10T01:00:00,Active Locations,Location Licenses,NON
471,Active,1990-03-28T01:00:00,1487/1-10,1108,1989-09-21T16:13:12,2,NON PRECIOUS MINERALS,Franraph Mining Company (100%),2013-09-19T01:00:00,Active Locations,Location Licenses,NON
472,Active,1984-09-20T01:00:00,1375/1-10,1113,1984-10-29T10:03:22,2,NON PRECIOUS MINERALS,Peter Murigu Mbawa (100%),2013-09-19T01:00:00,Active Locations,Location Licenses,NON
473,Active,1997-09-01T01:00:00,1674/1-10,1123,1997-09-07T11:20:00,2,NON PRECIOUS MINERALS,MARY WANJIKU MBUGUA (100%),2013-06-15T01:00:00,Active Locations,Location Licenses,NON
474,Active,1986-09-20T01:00:00,1358/1-10,1124,1983-03-07T10:20:00,2,NON PRECIOUS MINERALS,MARY WANJIKU MBUGUA (100%),2013-06-15T01:00:00,Active Locations,Location Licenses,NON
475,Active,1986-09-12T01:00:00,1490/1-3,1125,1986-09-20T11:19:00,2,NON PRECIOUS MINERALS,Germano Gathogo Ngunjiri (100%),2012-07-14T01:00:00,Active Locations,Location Licenses,NON
476,Active,2009-06-20T01:00:00,2084/1-10,1126,2009-08-14T15:30:00,2,PRECIOUS METALS,Hussein Prospecting & Mining Company  (100%),2013-06-19T01:00:00,Active Locations,Location Licenses,PM
477,Active,1994-05-20T01:00:00,1592/1-3,1130,1994-05-30T11:19:00,2,NON PRECIOUS MINERALS,Germano Gathogo Ngunjiri (100%),2012-07-14T01:00:00,Active Locations,Location Licenses,NON
478,Active,1994-05-20T01:00:00,1595/1-3,1131,1994-05-30T11:19:00,2,NON PRECIOUS MINERALS,Germano Gathogo Ngunjiri (100%),2012-07-14T01:00:00,Active Locations,Location Licenses,NON
479,Active,1986-09-12T01:00:00,1491/1-3,1132,1986-09-20T11:19:00,2,NON PRECIOUS MINERALS,Germano Gathogo Ngunjiri (100%),2012-07-14T01:00:00,Active Locations,Location Licenses,NON
480,Active,2009-06-20T01:00:00,2081/1-10,1133,2009-08-14T15:30:00,2,PRECIOUS METALS,Hussein Prospecting & Mining Company  (100%),2013-06-19T01:00:00,Active Locations,Location Licenses,PM
481,Active,2009-06-20T01:00:00,2082/1-10,1134,2009-08-14T15:30:00,2,PRECIOUS METALS,Hussein Prospecting & Mining Company  (100%),2013-06-19T01:00:00,Active Locations,Location Licenses,PM
482,Active,2009-06-20T01:00:00,2083/1-10,1135,2009-08-14T15:30:00,2,PRECIOUS METALS,Hussein Prospecting & Mining Company  (100%),2013-06-19T01:00:00,Active Locations,Location Licenses,PM
483,Active,2009-06-20T01:00:00,2085/1-10,1136,2009-08-14T15:30:00,2,PRECIOUS METALS,Hussein Prospecting & Mining Company  (100%),2013-06-19T01:00:00,Active Locations,Location Licenses,PM
484,Active,2009-06-20T01:00:00,2086/1-10,1137,2009-08-14T15:30:00,2,PRECIOUS METALS,Hussein Prospecting & Mining Company  (100%),2013-06-19T01:00:00,Active Locations,Location Licenses,PM
485,Active,2009-06-20T01:00:00,2087/1-10,1138,2009-08-14T15:30:00,2,PRECIOUS METALS,Hussein Prospecting & Mining Company  (100%),2013-06-19T01:00:00,Active Locations,Location Licenses,PM
486,Active,2009-06-20T01:00:00,2088/1-10,1139,2009-08-14T15:30:00,2,PRECIOUS METALS,Hussein Prospecting & Mining Company  (100%),2013-06-19T01:00:00,Active Locations,Location Licenses,PM
487,Active,1986-09-12T01:00:00,1492/1-2,1143,1986-09-20T11:19:00,2,NON PRECIOUS MINERALS,Germano Gathogo Ngunjiri (100%),2012-07-14T01:00:00,Active Locations,Location Licenses,NON
488,Active,1994-05-20T01:00:00,1593/1-10,1144,1994-05-30T11:19:00,2,NON PRECIOUS MINERALS,Germano Gathogo Ngunjiri (100%),2012-07-14T01:00:00,Active Locations,Location Licenses,NON
489,Active,1994-05-20T01:00:00,1594/1-6,1145,1994-05-30T11:19:00,2,NON PRECIOUS MINERALS,Germano Gathogo Ngunjiri (100%),2012-07-14T01:00:00,Active Locations,Location Licenses,NON
490,Active,2008-07-17T01:00:00,"2075/1-8 ""Nyati III""",1146,2008-07-21T14:56:08,2,NON PRECIOUS MINERALS,S. Wanjohi & J. Mbutu Mining Co. (100%),2013-07-16T01:00:00,Active Locations,Location Licenses,NON
491,Active,2011-12-15T00:00:00,849/1-10,1163,2011-12-29T15:00:00,2,NON PRECIOUS MINERALS,PAN AFRICA CHEMICALS LTD (100%),2012-12-14T00:00:00,Active Locations,Location Licenses,NON
492,Active,2011-12-15T00:00:00,850/1-10,1164,2011-12-29T15:00:00,2,NON PRECIOUS MINERALS,PAN AFRICA CHEMICALS LTD (100%),2012-12-14T00:00:00,Active Locations,Location Licenses,NON
493,Active,1977-10-24T00:00:00,498/1-8 ,1165,1977-11-13T13:56:08,2,NON PRECIOUS MINERALS,S. Wanjohi & J. Mbutu Mining Co. (100%),2013-10-23T01:00:00,Active Locations,Location Licenses,NON
494,Active,2013-03-14T00:00:00,2301/1-7,1166,2012-12-19T11:58:02,2,NON PRECIOUS MINERALS,AQUA MINES (100%),2014-03-13T00:00:00,Active Locations,Location Licenses,NON
495,Active,1977-10-31T00:00:00,505/1-6,1187,1977-11-13T13:56:08,2,NON PRECIOUS MINERALS,S. Wanjohi & J. Mbutu Mining Co. (100%),2013-10-23T01:00:00,Active Locations,Location Licenses,NON
496,Active,2013-03-14T00:00:00,2302/1-10,1188,2013-03-20T12:25:42,2,NON PRECIOUS MINERALS,AQUA MINES (100%),2014-03-13T00:00:00,Active Locations,Location Licenses,NON
497,Active,1990-03-28T01:00:00,1486/1-10,1193,1989-09-21T15:52:58,2,NON PRECIOUS MINERALS,Franraph Mining Company (100%),2013-09-19T01:00:00,Active Locations,Location Licenses,NON
498,Active,2009-04-12T01:00:00,2134/1-2,1204,2009-04-21T12:40:00,2,NON PRECIOUS MINERALS,KASONGO MINING COMPANY (100%),2012-04-11T01:00:00,Active Locations,Location Licenses,NON
499,Active,2002-09-20T01:00:00,1851/1-8,1205,2002-09-25T13:50:00,2,NON PRECIOUS MINERALS,KASONGO MINING COMPANY (100%),2013-09-19T01:00:00,Active Locations,Location Licenses,NON
500,Active,1995-05-21T01:00:00,1604/1-10,1206,1995-05-23T13:50:00,2,NON PRECIOUS MINERALS,KASONGO MINING COMPANY (100%),2012-05-20T01:00:00,Active Locations,Location Licenses,NON
501,Active,2010-11-02T00:00:00,2156/1-10,1212,2010-11-11T14:50:53,2,IRON ORE,WANJALA MINING COMPANY LIMITED (100%),2012-11-02T00:00:00,Active Locations,Location Licenses,Fe
502,Active,2010-11-02T00:00:00,2157/1-10,1213,2010-11-11T14:50:53,2,IRON ORE,WANJALA MINING COMPANY LIMITED (100%),2012-11-02T00:00:00,Active Locations,Location Licenses,Fe
503,Active,2010-11-02T00:00:00,2158/1-10,1214,2010-11-11T14:50:53,2,IRON ORE,WANJALA MINING COMPANY LIMITED (100%),2012-11-02T00:00:00,Active Locations,Location Licenses,Fe
504,Active,2010-11-02T00:00:00,2159/1-10,1215,2010-11-11T14:50:53,2,IRON ORE,WANJALA MINING COMPANY LIMITED (100%),2012-11-02T00:00:00,Active Locations,Location Licenses,Fe
505,Active,2010-11-02T00:00:00,2160/1-10,1216,2010-11-11T14:50:53,2,IRON ORE,WANJALA MINING COMPANY LIMITED (100%),2012-11-02T00:00:00,Active Locations,Location Licenses,Fe
506,Active,2010-11-02T00:00:00,2161/1-10,1217,2010-11-11T14:50:53,2,IRON ORE,WANJALA MINING COMPANY LIMITED (100%),2012-11-02T00:00:00,Active Locations,Location Licenses,Fe
507,Active,1983-12-22T00:00:00,937/1-10,1219,1983-12-25T10:55:27,2,NON PRECIOUS MINERALS,Wanjiku Kihara Gems (100%),2013-08-11T01:00:00,Active Locations,Location Licenses,NON
508,Active,2010-11-20T00:00:00,1698/1-10,1220,2010-11-24T15:14:00,2,IRON ORE,POMO ENTERPRISES (100%),2012-11-19T00:00:00,Active Locations,Location Licenses,Fe
509,Active,2010-11-20T00:00:00,1701/1-10,1221,2010-11-24T15:14:00,2,IRON ORE,POMO ENTERPRISES (100%),2012-11-19T00:00:00,Active Locations,Location Licenses,Fe
510,Active,2010-11-20T00:00:00,1702/1-10,1222,2010-11-24T15:14:00,2,IRON ORE,POMO ENTERPRISES (100%),2012-11-19T00:00:00,Active Locations,Location Licenses,Fe
511,Active,2010-11-20T00:00:00,1703/1-10,1223,2010-11-24T15:14:00,2,IRON ORE,POMO ENTERPRISES (100%),2012-11-19T00:00:00,Active Locations,Location Licenses,Fe
512,Active,2010-10-10T01:00:00,1696/1-8,1224,2010-10-21T17:00:00,2,IRON ORE,Sky Light Ltd (100%),2013-10-09T01:00:00,Active Locations,Location Licenses,Fe
513,Active,1983-12-22T00:00:00,938/1-10,1225,1983-12-25T10:55:27,2,NON PRECIOUS MINERALS,Wanjiku Kihara Gems (100%),2013-08-11T01:00:00,Active Locations,Location Licenses,NON
514,Active,2008-05-10T01:00:00,806/1   ,1227,2008-05-21T16:26:07,2,NON PRECIOUS MINERALS,Athi Stores Ltd (100%),2010-05-09T01:00:00,Active Locations,Location Licenses,NON
515,Active,2004-07-30T01:00:00,1904/1-10,1230,2004-08-06T17:05:32,2,NON PRECIOUS MINERALS,Fundi S Mlegwa (100%),2009-07-29T01:00:00,Active Locations,Location Licenses,NON
516,Active,2008-07-21T01:00:00,2036/1-10,1231,2008-08-16T17:05:32,2,NON PRECIOUS MINERALS,Fundi S Mlegwa (100%),2009-07-20T01:00:00,Active Locations,Location Licenses,NON
517,Active,1983-12-22T00:00:00,1405/1-10,1232,1983-12-25T10:55:27,2,NON PRECIOUS MINERALS,Wanjiku Kihara Gems (100%),2013-08-11T01:00:00,Active Locations,Location Licenses,NON
518,Active,2010-11-20T00:00:00,1699/1-10,1233,2010-11-24T15:14:00,2,IRON ORE,POMO ENTERPRISES (100%),2012-11-19T00:00:00,Active Locations,Location Licenses,Fe
519,Active,2010-11-20T00:00:00,1700/1-10,1234,2010-11-24T15:14:00,2,IRON ORE,POMO ENTERPRISES (100%),2012-11-19T00:00:00,Active Locations,Location Licenses,Fe
520,Active,2010-10-10T01:00:00,1697/1-8,1235,2010-10-21T17:00:00,2,IRON ORE,Sky Light Ltd (100%),2013-10-09T01:00:00,Active Locations,Location Licenses,Fe
521,Active,2011-04-07T01:00:00,2192/1-8,1238,2011-05-05T09:50:00,2,IRON ORE,Sky Light Ltd (100%),2013-04-06T01:00:00,Active Locations,Location Licenses,Fe
522,Active,2011-04-07T01:00:00,2195/1-8,1239,2011-05-05T09:50:00,2,IRON ORE,Sky Light Ltd (100%),2013-04-06T01:00:00,Active Locations,Location Licenses,Fe
523,Active,2011-04-07T01:00:00,2193/1-8,1240,2011-05-05T09:50:00,2,IRON ORE,Sky Light Ltd (100%),2013-04-06T01:00:00,Active Locations,Location Licenses,Fe
524,Active,2011-04-07T01:00:00,2194/1-8,1246,2011-05-05T09:50:00,2,IRON ORE,Sky Light Ltd (100%),2013-04-06T01:00:00,Active Locations,Location Licenses,Fe
525,Active,1988-08-22T01:00:00,1455/1-5,1256,1988-08-26T12:46:47,2,GEMSTONES EXCEPT DIAMONDS,Olongida Medukenya (100%),2014-08-21T01:00:00,Active Locations,Location Licenses,GS
526,Active,1995-09-22T01:00:00,1661,1257,1995-10-03T13:10:00,2,GEMSTONES EXCEPT DIAMONDS,HARDROCK MINING COMPANY (100%),2013-09-21T01:00:00,Active Locations,Location Licenses,GS
527,Active,1985-08-19T01:00:00,1409/1-10,1258,1985-09-13T13:08:05,2,GEMSTONES EXCEPT DIAMONDS,Muthoni Kihara Mining Co. Ltd (100%),2014-08-18T01:00:00,Active Locations,Location Licenses,GS
528,Active,1989-09-21T01:00:00,1486/1-10,1259,1989-11-01T14:45:00,2,GEMSTONES EXCEPT DIAMONDS,Franraph Mining Company (100%),2013-03-23T00:00:00,Active Locations,Location Licenses,GS
529,Active,1995-12-27T00:00:00,1759-1762,1260,1996-01-17T15:43:15,2,GEMSTONES EXCEPT DIAMONDS,Mansour Khan (100%),2012-12-26T00:00:00,Active Locations,Location Licenses,GS
530,Active,1985-08-15T01:00:00,1408/1-10,1261,1985-09-13T13:37:08,2,GEMSTONES EXCEPT DIAMONDS,Muthoni Kihara Mining Co. Ltd (100%),2014-08-14T01:00:00,Active Locations,Location Licenses,GS
531,Active,1995-12-27T00:00:00,1757-1758,1262,1996-01-17T15:43:15,2,GEMSTONES EXCEPT DIAMONDS,Mansour Khan (100%),2012-12-26T00:00:00,Active Locations,Location Licenses,GS
532,Active,1995-05-21T01:00:00,1604/1-10,1263,1995-05-23T16:19:38,2,GEMSTONES EXCEPT DIAMONDS,KASONGO MINING COMPANY (100%),2012-05-20T01:00:00,Active Locations,Location Licenses,GS
533,Active,1995-05-06T01:00:00,1600/1-10,1264,1995-05-09T16:37:03,2,GEMSTONES EXCEPT DIAMONDS,Peter Kanali Mutie (100%),2014-05-05T01:00:00,Active Locations,Location Licenses,GS
534,Active,1995-03-29T01:00:00,1799-1802,1265,1995-03-30T13:10:00,2,GEMSTONES EXCEPT DIAMONDS,KIBATHI MUIGAI (100%),1995-03-28T01:00:00,Active Locations,Location Licenses,GS
535,Active,2000-10-20T01:00:00,1817/1-10,1266,2000-10-23T17:16:12,2,GEMSTONES EXCEPT DIAMONDS,DANIEL KURIA MBUTHIA (100%),2014-10-20T01:00:00,Active Locations,Location Licenses,GS
536,Active,2002-10-14T01:00:00,1863-1864,1267,2002-12-14T15:43:15,2,GEMSTONES EXCEPT DIAMONDS,Nyaga Gabriel Albert (100%),2012-10-13T01:00:00,Active Locations,Location Licenses,GS
537,Active,1985-09-11T01:00:00,1439/1-4,1268,1985-09-13T13:37:08,2,GEMSTONES EXCEPT DIAMONDS,Muthoni Kihara Mining Co. Ltd (100%),2012-09-10T01:00:00,Active Locations,Location Licenses,GS
538,Active,1985-08-17T01:00:00,1406/1-10,1269,1985-09-13T13:08:05,2,GEMSTONES EXCEPT DIAMONDS,Muthoni Kihara Mining Co. Ltd (100%),2012-08-16T01:00:00,Active Locations,Location Licenses,GS
539,Active,1985-08-17T01:00:00,1407/1-5,1270,1985-09-13T13:37:08,2,GEMSTONES EXCEPT DIAMONDS,Muthoni Kihara Mining Co. Ltd (100%),2012-08-16T01:00:00,Active Locations,Location Licenses,GS
540,Active,1988-05-06T01:00:00,"1381-1384, 1465-1468/1-10",1271,1988-05-08T11:44:44,2,GEMSTONES EXCEPT DIAMONDS,TSAVOLITE MINING LTD (100%),2014-05-05T01:00:00,Active Locations,Location Licenses,GS
541,Active,1993-08-21T01:00:00,1606,1272,1993-08-23T15:05:41,2,GEMSTONES EXCEPT DIAMONDS,Elizabeth Mbatia Kieya (100%),2014-08-20T01:00:00,Active Locations,Location Licenses,GS
542,Active,1998-02-20T00:00:00,1788,1274,1998-02-22T12:00:00,2,GEMSTONES EXCEPT DIAMONDS,JOSEPH KIHIKA MAINA (100%),1998-02-19T00:00:00,Active Locations,Location Licenses,GS
543,Active,1998-03-11T00:00:00,1783/1-10,1275,1998-03-16T15:12:49,2,NON PRECIOUS MINERALS,Mugambi Mining and Prospecting company (0%),2012-03-10T00:00:00,Active Locations,Location Licenses,NON
544,Active,1988-08-20T01:00:00,1456/1-5,1276,1988-08-24T12:46:47,2,GEMSTONES EXCEPT DIAMONDS,Olongida Medukenya (100%),2012-07-24T01:00:00,Active Locations,Location Licenses,GS
545,Active,2011-08-01T01:00:00,2249,1280,2011-08-03T15:05:28,2,GEMSTONES EXCEPT DIAMONDS,Gabriel Mwandoe Nyambu (100%),2013-07-31T01:00:00,Active Locations,Location Licenses,GS
546,Active,1999-03-19T00:00:00,1813-1816,1281,1999-03-26T15:00:00,2,GEMSTONES EXCEPT DIAMONDS,Robert Itambo Mwanyai (100%),2008-03-18T00:00:00,Active Locations,Location Licenses,GS
547,Active,1989-11-16T00:00:00,1480,1282,1989-11-18T13:34:26,2,GEMSTONES EXCEPT DIAMONDS,Elizabeth Mbatia Kieya (100%),2014-11-15T00:00:00,Active Locations,Location Licenses,GS
548,Active,1994-06-10T01:00:00,1605,1283,1994-06-12T14:44:54,2,GEMSTONES EXCEPT DIAMONDS,Elizabeth Mbatia Kieya (100%),2014-06-09T01:00:00,Active Locations,Location Licenses,GS
549,Active,2008-09-22T01:00:00,2271,1289,2008-09-23T10:00:00,2,NON PRECIOUS MINERALS,ALFRED NJURUKA MAKOKO (100%),2013-09-21T01:00:00,Active Locations,Location Licenses,NON
550,Active,1989-02-04T00:00:00,629/1-8,1292,1989-02-03T09:00:00,2,"GEMSTONES EXCEPT DIAMONDS, VERMICULITE-CHLORITE GROUP (CLAY)",CONSOLIDATED MINES LTD (100%),1990-02-03T00:00:00,Active Locations,Location Licenses,"CV, GS"
551,Active,1984-09-07T01:00:00,1191/1-10,1294,1984-10-04T13:22:23,2,NON PRECIOUS MINERALS,Kahuho Mining Company (100%),2013-09-06T01:00:00,Active Locations,Location Licenses,NON
552,Active,1984-09-11T01:00:00,1201/1,1295,1984-10-04T13:22:23,2,NON PRECIOUS MINERALS,Kahuho Mining Company (100%),2013-09-10T01:00:00,Active Locations,Location Licenses,NON
553,Active,1985-01-23T00:00:00,1171/1-10,1296,1985-02-20T12:06:29,2,GEMSTONES EXCEPT DIAMONDS,Consolidated Mines Ltd (100%),2013-01-22T00:00:00,Active Locations,Location Licenses,GS
554,Active,1985-01-22T00:00:00,1178/1-3,1297,1985-01-23T12:06:29,2,GEMSTONES EXCEPT DIAMONDS,Consolidated Mines Ltd (100%),2013-01-21T00:00:00,Active Locations,Location Licenses,GS
555,Active,2008-11-03T00:00:00,2061/1-10,1300,2008-11-10T12:53:30,2,GEMSTONES EXCEPT DIAMONDS,DAVID W. K. VISRAM (100%),2009-11-02T00:00:00,Active Locations,Location Licenses,GS
556,Active,1977-09-10T01:00:00,491/1-10,1301,1977-09-11T13:53:30,2,GEMSTONES EXCEPT DIAMONDS,DAVID W. K. VISRAM (100%),2014-08-27T01:00:00,Active Locations,Location Licenses,GS
557,Active,2002-11-15T00:00:00,1861/1-2,1307,2002-11-20T09:00:00,2,NON PRECIOUS MINERALS,Peter Kanali Mutie (100%),2013-12-19T00:00:00,Active Locations,Location Licenses,NON
558,Active,1988-02-12T00:00:00,1445,1308,1987-10-03T16:15:27,2,"RUBY (GEMSTONE), SAPPHIRE (GEMSTONE)",Naishorua Mining Company Limited (100%),2012-09-22T01:00:00,Active Locations,Location Licenses,"GRb, GSa"
559,Active,2014-08-12T01:00:00,1357,1309,1987-06-13T09:55:01,2,NON PRECIOUS MINERALS,Naishorua Mining Company Limited (100%),2012-06-05T01:00:00,Active Locations,Location Licenses,NON
560,Active,1989-05-18T01:00:00,1447,1310,1989-03-16T09:04:00,2,NON PRECIOUS MINERALS,Naishorua Mining Company Limited (100%),2012-03-09T00:00:00,Active Locations,Location Licenses,NON
561,Active,1990-12-17T00:00:00,1526,1312,1990-10-07T10:12:36,2,NON PRECIOUS MINERALS,Naishorua Mining Company Limited (100%),2012-09-28T01:00:00,Active Locations,Location Licenses,NON
562,Active,1984-09-07T01:00:00,1192/1-10,1321,1984-10-04T13:22:23,2,NON PRECIOUS MINERALS,Kahuho Mining Company (100%),2013-09-06T01:00:00,Active Locations,Location Licenses,NON
563,Active,1984-09-07T01:00:00,1193/1-10,1322,1984-10-04T13:22:23,2,NON PRECIOUS MINERALS,Kahuho Mining Company (100%),2013-09-06T01:00:00,Active Locations,Location Licenses,NON
564,Active,1984-09-11T01:00:00,1200/1-7,1323,1984-10-04T13:22:23,2,NON PRECIOUS MINERALS,Kahuho Mining Company (100%),2013-09-10T01:00:00,Active Locations,Location Licenses,NON
565,Active,1985-01-23T00:00:00,1170/1-10,1324,1985-02-20T12:06:29,2,GEMSTONES EXCEPT DIAMONDS,Consolidated Mines Ltd (100%),2013-01-22T00:00:00,Active Locations,Location Licenses,GS
566,Active,1985-01-22T00:00:00,1176/1-3,1325,1985-01-23T12:06:29,2,GEMSTONES EXCEPT DIAMONDS,Consolidated Mines Ltd (100%),2013-01-21T00:00:00,Active Locations,Location Licenses,GS
567,Active,1985-01-22T00:00:00,1177/1-3,1326,1985-01-23T12:06:29,2,GEMSTONES EXCEPT DIAMONDS,Consolidated Mines Ltd (100%),2013-01-21T00:00:00,Active Locations,Location Licenses,GS
568,Active,1985-01-22T00:00:00,1179/1-3,1327,1985-01-23T12:06:29,2,GEMSTONES EXCEPT DIAMONDS,Consolidated Mines Ltd (100%),2013-01-21T00:00:00,Active Locations,Location Licenses,GS
569,Active,1985-01-22T00:00:00,1184/1-4,1328,1985-01-23T12:06:29,2,GEMSTONES EXCEPT DIAMONDS,Consolidated Mines Ltd (100%),2013-01-21T00:00:00,Active Locations,Location Licenses,GS
570,Active,1985-01-22T00:00:00,1185/1-4,1329,1985-01-23T12:06:29,2,GEMSTONES EXCEPT DIAMONDS,Consolidated Mines Ltd (100%),2013-01-21T00:00:00,Active Locations,Location Licenses,GS
571,Active,1997-07-01T01:00:00,1675/1-10,1330,1997-07-03T13:53:30,2,GEMSTONES EXCEPT DIAMONDS,DAVID W. K. VISRAM (100%),2013-07-01T01:00:00,Active Locations,Location Licenses,GS
572,Active,1987-03-18T00:00:00,1355,1331,1986-11-23T14:57:42,2,"RUBY (GEMSTONE), SAPPHIRE (GEMSTONE)",Naishorua Mining Company Limited (100%),2012-11-12T00:00:00,Active Locations,Location Licenses,"GRb, GSa"
573,Active,1987-07-15T01:00:00,1356,1332,1987-06-13T09:41:05,2,NON PRECIOUS MINERALS,Naishorua Mining Company Limited (100%),2012-05-27T01:00:00,Active Locations,Location Licenses,NON
574,Active,1991-02-14T00:00:00,1527,1333,1990-11-22T10:31:00,2,NON PRECIOUS MINERALS,Naishorua Mining Company Limited (100%),2012-11-14T00:00:00,Active Locations,Location Licenses,NON
575,Approved for Granting,,SPL/1303,36,2013-01-10T14:20:00,3,"BASE MINERALS, PRECIOUS METALS",,,Applications,Special Prospecting License,"BM, PM"
576,Approved for Granting,,SPL/954,76,2010-03-15T13:14:45,3,"IRON ORE, NON PRECIOUS MINERALS",,,Applications,Special Prospecting License,"Fe, NON"
577,Approved for Granting,,SPL/1018,77,2010-09-29T13:50:08,3,GOLD,,,Applications,Special Prospecting License,Au
578,Approved for Granting,,SPL/1036,80,2010-10-15T14:45:57,3,GOLD,,,Applications,Special Prospecting License,Au
579,Approved for Granting,,220,92,1995-10-30T09:00:00,3,NON PRECIOUS MINERALS,,,Applications,Location Licenses,NON
580,Approved for Granting,,SPL/1314,111,2013-01-18T15:00:00,3,"BASE MINERALS, PRECIOUS METALS",,,Applications,Special Prospecting License,"BM, PM"
581,Approved for Granting,,SPL/829,128,2008-04-10T15:17:25,3,NON PRECIOUS MINERALS,,,Applications,Special Prospecting License,NON
582,Approved for Granting,,SPL/1070,134,2011-03-11T08:00:00,3,IRON ORE,,,Applications,Special Prospecting License,Fe
583,Approved for Granting,,EPL/885,136,2011-03-01T08:00:00,3,IRON ORE,,,Applications,Exclusive Prospecting License,Fe
584,Approved for Granting,,SPL/684,139,2005-05-11T15:15:00,3,NON PRECIOUS MINERALS,,,Applications,Special Prospecting License,NON
585,Application,,M/7402,140,2011-10-18T16:55:00,3,NON PRECIOUS MINERALS,,,Applications,Location Licenses,NON
586,Approved for Granting,,M/7473,147,2011-10-27T11:10:36,3,NON PRECIOUS MINERALS,,,Applications,Location Licenses,NON
587,Application,,M/7402,150,2011-10-18T16:55:00,3,NON PRECIOUS MINERALS,,,Applications,Location Licenses,NON
588,Application,,M/7402,151,2011-10-18T16:55:00,3,NON PRECIOUS MINERALS,,,Applications,Location Licenses,NON
589,Approved for Granting,,SPL/1154,156,2011-10-04T11:00:00,3,INDUSTRIAL MINERALS,,,Applications,Special Prospecting License,IND
590,Application,,M/7549-Kathungu,166,2011-01-20T15:30:00,3,NON PRECIOUS MINERALS,,,Applications,Location Licenses,NON
